Dataset,ID,Start,transition_entropy,stationary_entropy,VR_exp,event_agg
big,58,550,1.1948657847964854,1.7168071355693049,0.0,1.0
big,58,560,1.2476211794164556,1.3156224227027364,0.0,1.0
big,58,570,1.161221939346441,1.045749214505835,0.0,1.0
big,58,580,1.0243332835109862,1.0562866897553636,0.0,1.0
big,58,590,0.7202046397884884,0.8301122108308462,0.0,0.0
big,58,600,0.82894498536537,0.4663617216390033,0.0,0.0
big,58,610,0.82894498536537,0.4663617216390033,0.0,0.0
big,58,620,0.1420481762160551,0.6451646156344684,0.0,0.0
big,58,630,0.0691682076430392,0.4980158598351033,0.0,0.0
big,58,640,0.1499501771621054,0.5448367277936641,0.0,0.0
big,58,650,0.2510459198493769,0.8030812492855035,0.0,0.0
big,58,660,0.7777557776855024,1.4241564257627677,0.0,0.0
big,58,670,0.6515051838502645,1.4552276467728276,0.0,0.0
big,58,680,0.92749599242575,1.6174285541522075,0.0,0.0
big,58,690,0.9271657484920186,1.5999126203203486,0.0,0.0
big,58,700,0.8850552706226964,1.972151409759772,0.0,0.0
big,58,710,0.9130191599092712,1.9371146783914408,0.0,1.0
big,58,720,0.8287194207800253,1.553029696689337,0.0,1.0
big,58,730,1.003835950262074,1.0919509280000772,0.0,1.0
big,58,740,0.4554088640373294,0.5147640088342771,0.0,0.0
big,58,750,0.8435198837769472,0.3026315550888868,0.0,0.0
big,58,760,0.9059279951536254,0.403958636363803,0.0,0.0
big,58,770,0.7370636282499635,1.292097957502166,0.0,0.0
big,58,780,0.7494594043070744,1.6189026339711214,0.0,0.0
big,58,790,0.6459323128092815,1.66446442354426,0.0,0.0
big,58,800,0.7699645263084612,1.5556667264509647,0.0,0.0
big,58,810,0.6382739333081502,1.3771155189616864,0.0,0.0
big,59,50,0.6848367881347182,0.8890180126835784,0.0,1.0
big,59,60,0.6603598044436346,1.0239134159419845,0.0,1.0
big,59,70,0.7165028833908638,1.1391255460727363,0.0,1.0
big,59,80,0.6543241510704618,1.1522903973227128,0.0,1.0
big,59,90,0.5947081804913877,1.094057817681838,0.0,1.0
big,59,100,0.2777787924308756,0.9312461263213558,0.0,1.0
big,59,110,0.2083911040454376,1.2638975696627113,0.0,1.0
big,59,120,0.6139037236916477,1.4302238627351196,0.0,1.0
big,59,130,0.823347716128347,1.3181982104340562,0.0,0.0
big,59,140,0.7014122731991989,1.0602861120820977,0.0,0.0
big,59,150,0.0192358207128812,0.4287621357224068,0.0,0.0
big,59,160,0.1413310805740518,0.9728571898850472,0.0,0.0
big,59,170,0.440954034931867,0.9774097399595528,0.0,0.0
big,59,180,0.4432583159440162,0.9703757953581738,0.0,0.0
big,59,190,0.5345418990270294,0.8882978090728768,0.0,1.0
big,59,200,0.4056169252434909,0.7351837098723285,0.0,1.0
big,59,210,0.5656465660946361,1.00041930177805,0.0,1.0
big,59,220,0.638998668384117,0.8646830621006967,0.0,0.0
big,59,230,0.6769374616847573,0.684880508732221,0.0,0.0
big,59,240,0.6317931228562217,0.661373913638315,0.0,0.0
big,59,250,0.5591337647939342,0.95370460247127,0.0,0.0
big,59,260,0.4973657269701639,0.9387994557520072,0.0,1.0
big,59,280,0.6895713300543724,1.0946508461172546,0.0,1.0
big,59,300,0.824655154749641,1.1711050788489028,0.0,0.0
big,59,310,0.8829980292393744,1.148030005388719,0.0,0.0
big,59,320,0.7199835882443636,1.0816091560047536,0.0,0.0
big,59,330,0.5840556018544165,1.1278617886394036,0.0,0.0
big,59,340,0.6374729528320816,1.0452829514580084,0.0,0.0
big,59,350,0.7167028900063075,0.878148387942852,0.0,1.0
big,59,360,0.7165556421399625,0.8563422336528357,0.0,1.0
big,59,370,0.6690286346532154,0.6517063953009474,0.0,0.0
big,59,380,0.4984726920096522,0.4182523892949352,0.0,1.0
big,59,420,0.2045795006933477,1.0519181307229222,0.0,1.0
big,59,440,0.6072677408573146,1.021783840116694,0.0,0.0
big,59,450,0.3672174188106389,1.003363181838716,0.0,0.0
big,59,460,0.3117943687139212,1.0658096003780222,0.0,0.0
big,59,470,0.2920888085866884,1.063060552384992,0.0,0.0
big,59,480,0.247552564485696,0.9469049539593476,0.0,0.0
big,59,490,0.4303766443994806,0.7545489884697107,0.0,0.0
big,59,500,0.5939036766510369,0.7487060707932105,0.0,0.0
big,59,510,0.6483296588787025,0.8016233663502634,0.0,0.0
big,59,520,0.5771534930755813,1.083770913951822,0.0,0.0
big,59,530,0.2744218538540647,1.1182519681954612,0.0,0.0
big,59,540,0.394634304231321,0.8353835870646575,0.0,0.0
big,59,550,0.6664568731021884,0.7885861352306257,0.0,1.0
big,59,560,0.8948835920038919,0.999943048961854,0.0,1.0
big,59,570,1.1061943899920408,1.07476106008789,0.0,1.0
big,59,580,0.682042321038523,1.4135539946852531,0.0,1.0
big,59,590,0.319324794955017,1.0274059874667505,0.0,0.0
big,59,610,0.4750583556285989,0.8572386148242259,0.0,0.0
big,59,620,0.5331639628867446,0.7764673742340934,0.0,0.0
big,59,630,0.7792778222175549,1.0866971505701069,0.0,0.0
big,59,640,0.7745950687461844,1.1424489356170069,0.0,0.0
big,59,650,0.7086475485934919,1.2490222108990103,0.0,0.0
big,59,660,0.3774022059801132,0.7736177972450973,0.0,0.0
big,59,670,0.5510630162575172,0.6492127299846921,0.0,0.0
big,59,700,1.096709699939968,0.7500020603435416,0.0,0.0
big,59,710,0.830381549208923,1.0133525907748424,0.0,1.0
big,59,720,0.879154136409186,0.9626823573057278,0.0,1.0
big,59,730,0.7751758667700853,0.7975813216219922,0.0,1.0
big,59,770,0.5772063020439222,1.3678967461366816,0.0,0.0
big,59,780,0.6659094295671137,1.407534842441842,0.0,0.0
big,59,790,0.7431276408089452,1.4607124918922445,0.0,0.0
big,59,800,0.7234538228766663,1.2060277031087017,0.0,0.0
big,59,810,0.7442256263819877,1.1870683683188317,0.0,0.0
big,60,50,0.4905199787270603,1.1187738206977542,1.0,1.0
big,60,60,0.6168528202437397,0.8267568283518754,1.0,1.0
big,60,70,0.6258354677906441,0.7293464839235354,1.0,1.0
big,60,80,0.654830126282248,0.6118977196346772,1.0,1.0
big,60,90,0.9331305523883192,0.5567343401205114,1.0,1.0
big,60,100,0.9004634106309874,0.6374661233668566,1.0,1.0
big,60,110,0.7144083833455208,1.1843368984184623,1.0,1.0
big,60,120,0.5628124523852297,0.5944825627848027,1.0,1.0
big,60,130,0.1084670660283612,0.5398352690219993,1.0,0.0
big,60,140,0.0701013121480199,0.3903707880690869,1.0,0.0
big,60,150,0.1530396715317799,0.9308753076773418,1.0,0.0
big,60,160,0.1530396715317799,0.9308753076773418,1.0,0.0
big,60,170,0.5266930434660306,1.1979371056031964,1.0,0.0
big,60,180,0.852407517946724,1.1763857185844446,1.0,0.0
big,60,190,0.9520250847610005,1.280063568156929,1.0,1.0
big,60,200,0.7866527811119188,1.1917157738443485,1.0,1.0
big,60,210,0.5609485938170242,1.3964105611830036,1.0,1.0
big,60,220,0.4853973277975986,1.277775010854684,1.0,0.0
big,60,230,0.4850549564400874,1.0690357493026663,1.0,0.0
big,60,240,0.2795401375080652,1.399634506124652,1.0,0.0
big,60,250,0.3585503128611254,1.3837383583074847,1.0,0.0
big,60,260,0.4303963922113405,1.4799953294573749,1.0,1.0
big,60,280,0.3637223818827539,1.0685348502691698,1.0,1.0
big,60,300,0.628441775181956,1.1763232135370043,1.0,0.0
big,60,310,0.6249638995644569,1.1049408206322298,1.0,0.0
big,60,360,0.5352268815783473,0.5366419980168031,1.0,1.0
big,60,370,0.7438456399600999,1.1526986084267186,1.0,0.0
big,60,380,0.7438456399600999,1.1526986084267186,1.0,1.0
big,60,390,0.4605621688347602,1.5579699186899167,1.0,1.0
big,60,400,0.3957661165817689,1.1087651599944714,1.0,0.0
big,60,410,0.3957661165817689,1.1087651599944714,1.0,1.0
big,60,440,0.0839539190087887,0.722670048400093,1.0,0.0
big,60,450,0.0839539190087887,0.722670048400093,1.0,0.0
big,60,520,0.6931471805599454,0.6963165274416597,1.0,0.0
big,60,530,0.6931471805599454,0.6963165274416597,1.0,0.0
big,60,540,0.657712880946149,0.8625227060580056,1.0,0.0
big,60,550,0.2542317544706522,1.0879147014283723,1.0,1.0
big,60,560,0.4568341997015592,1.2127774158883788,1.0,1.0
big,60,570,0.4494560883344593,1.1646393356493352,1.0,1.0
big,60,580,0.5708475617586557,0.9742140956451036,1.0,1.0
big,60,610,0.3399930790721555,1.0386521571078526,1.0,0.0
big,60,620,0.2897850653723429,1.0396477597049432,1.0,0.0
big,60,630,0.3885635189395762,0.9882265410271792,1.0,0.0
big,60,680,0.7297342879739257,1.1533190262551272,1.0,0.0
big,60,690,0.2970093415031303,1.4463266493281532,1.0,0.0
big,60,700,0.3593713179250134,1.4515728779893966,1.0,0.0
big,60,730,0.3202818006724552,1.0577651450537846,1.0,1.0
big,60,740,1.0723075393990804,0.6110023955288885,1.0,0.0
big,60,750,0.9811636541402262,0.8310772420716493,1.0,0.0
big,60,760,0.526492252861159,0.7103484670566707,1.0,0.0
big,60,790,0.3025515407063037,1.187325987743174,1.0,0.0
big,60,800,0.4000312151238447,1.0581220813270016,1.0,0.0
big,61,50,1.0004515617374432,1.6851093773487889,1.0,1.0
big,61,60,0.817565750856986,1.4880797903164886,1.0,1.0
big,61,70,1.0487109112219473,1.6380640983273518,1.0,1.0
big,61,80,0.836773010616345,1.4865148900331784,1.0,1.0
big,61,90,0.8818966571268259,1.809385307385237,1.0,1.0
big,61,100,0.5564231016167536,1.554358162011675,1.0,1.0
big,61,110,1.029815339302154,1.237242307268051,1.0,1.0
big,61,120,0.6930927804574143,1.1402170939044172,1.0,1.0
big,61,130,0.6018100048255131,1.0254171591844892,1.0,0.0
big,61,140,0.6543829820665228,1.1790883846941542,1.0,0.0
big,61,150,0.6808953961086122,1.2030675500907593,1.0,0.0
big,61,160,0.7067906246627217,1.1557884720869225,1.0,0.0
big,61,170,0.7354060687273505,1.069355964065307,1.0,0.0
big,61,180,0.962077564236157,1.152057963513577,1.0,0.0
big,61,190,1.0742019211578275,1.5677400123774765,1.0,1.0
big,61,200,0.7672239320163111,1.5028539943157428,1.0,1.0
big,61,210,0.8212249778892287,1.3835049031496371,1.0,1.0
big,61,220,0.7583275754272558,1.1815180162446424,1.0,0.0
big,61,230,0.9457149403218972,1.350659431455001,1.0,0.0
big,61,240,1.1134212318357135,1.5894679782381755,1.0,0.0
big,61,250,0.8108076221629915,1.3350409182383038,1.0,0.0
big,61,260,1.025363607943884,1.4901999372397614,1.0,1.0
big,61,280,0.8885458256024925,1.619890075088258,1.0,1.0
big,61,300,0.6995098150496765,1.091882415254693,1.0,0.0
big,61,310,0.5875111762243925,0.9058194027477368,1.0,0.0
big,61,320,0.952619945258427,1.2330164744706702,1.0,0.0
big,61,330,0.9821869388392268,1.4157325927527866,1.0,0.0
big,61,340,1.0736213672222068,1.7591070398684767,1.0,0.0
big,61,350,0.9542054190106064,1.6816537743884843,1.0,1.0
big,61,360,0.8638330623952754,1.5229258478472094,1.0,1.0
big,61,370,0.9000773598395783,1.2684866991134796,1.0,0.0
big,61,380,0.9565657520122696,1.736020365626466,1.0,1.0
big,61,390,0.8764757787905851,1.9111948255151607,1.0,1.0
big,61,400,1.073386808910762,1.7040426197961929,1.0,0.0
big,61,410,0.8843413352578446,1.3694808006734498,1.0,1.0
big,61,420,1.0469625311706228,0.8306340819979808,1.0,1.0
big,61,440,1.012325849564337,0.7451063866824844,1.0,0.0
big,61,450,0.8740432047179608,1.0029162559944114,1.0,0.0
big,61,460,0.7302400928416416,0.9449334214751044,1.0,0.0
big,61,470,0.3224201252692226,0.7845291165879924,1.0,0.0
big,61,480,0.5725527745024614,1.086827098843648,1.0,0.0
big,61,490,0.7502820174684568,1.2330216554943518,1.0,0.0
big,61,500,1.064547895070311,1.2566026310632352,1.0,0.0
big,61,510,0.9373993935081034,1.3564958736822692,1.0,0.0
big,61,520,0.8242322602960006,1.302563684476267,1.0,0.0
big,61,530,0.7970655838591008,1.3957767156466536,1.0,0.0
big,61,540,0.8978065048718622,1.708536994227836,1.0,0.0
big,61,550,1.2777137244309285,1.953480598178716,1.0,1.0
big,61,560,1.2169970029945107,1.979835791438812,1.0,1.0
big,61,570,1.0231084338403087,1.7060487159105513,1.0,1.0
big,61,580,0.7584208219781929,1.4241768338895529,1.0,1.0
big,61,590,0.9533964346888456,1.323313371040071,1.0,0.0
big,61,600,0.9437442229428608,1.4200249749004312,1.0,0.0
big,61,610,1.1072299470349491,1.2375915229548329,1.0,0.0
big,61,620,0.9131304400792064,0.9481353376821487,1.0,0.0
big,61,630,0.7436077746931595,0.6366431663639149,1.0,0.0
big,61,640,0.4449247833247844,0.5074180046058068,1.0,0.0
big,61,650,0.6694751895188347,0.705057168964113,1.0,0.0
big,61,660,0.7029265584810591,0.8924740662082549,1.0,0.0
big,61,670,0.7932521768472724,1.047977362632088,1.0,0.0
big,61,680,0.7592934326546561,0.893414082155853,1.0,0.0
big,61,690,0.7143139110567245,1.559564215926048,1.0,0.0
big,61,700,0.7724323854965129,1.451199489418334,1.0,0.0
big,61,710,0.8008887701399426,1.6117770738356791,1.0,1.0
big,61,720,0.7850908919620587,1.2548733469891182,1.0,1.0
big,61,730,0.5993761374540066,1.5531562637486154,1.0,1.0
big,61,750,0.3624287826194857,1.497613229192153,1.0,0.0
big,61,760,0.5210988538573066,1.2891656292461262,1.0,0.0
big,61,770,0.8871899172629646,1.7891318191052643,1.0,0.0
big,61,780,0.8549280272737204,1.4735723986153793,1.0,0.0
big,61,790,0.7289111433972968,1.4052621706937318,1.0,0.0
big,61,800,0.6656954420381032,1.2048444858376786,1.0,0.0
big,61,810,0.9039023114007574,1.6253748654839186,1.0,0.0
big,62,50,0.8031628685359142,1.9068507192409363,0.0,1.0
big,62,60,0.6531475650290111,1.50642029197962,0.0,1.0
big,62,70,0.6566101727391814,1.390419317603973,0.0,1.0
big,62,80,0.5577035824632086,1.3005172839354844,0.0,1.0
big,62,90,0.7962427741668971,1.5764065448790858,0.0,1.0
big,62,100,0.764510208760067,1.7191648442327203,0.0,1.0
big,62,110,0.8581765299159639,2.2426632339945587,0.0,1.0
big,62,120,0.4697351139814458,1.860374646136528,0.0,1.0
big,62,130,0.3753982940411249,1.532303869500582,0.0,0.0
big,62,140,0.0596134501742967,0.5825848431785764,0.0,0.0
big,62,150,0.029605310153246,0.3589546862442939,0.0,0.0
big,62,170,0.6234798043755237,0.881535681486405,0.0,0.0
big,62,180,0.6345915459073894,0.9489189498137522,0.0,0.0
big,62,190,0.7272241357104957,1.2861327473423827,0.0,1.0
big,62,200,0.6351214895841113,1.5652400773973414,0.0,1.0
big,62,210,0.614707878016693,1.8481192523492287,0.0,1.0
big,62,220,0.4671828612125589,1.893345740545692,0.0,0.0
big,62,230,0.4738869268327809,1.6026565465906726,0.0,0.0
big,62,240,0.4840954790938245,1.452966166644343,0.0,0.0
big,62,250,0.4352590032542456,1.2656980723546412,0.0,0.0
big,62,260,0.2577583016801941,1.2197628255834347,0.0,1.0
big,62,280,0.2779713772933162,1.168947424542058,0.0,1.0
big,62,300,0.3463096041286556,1.155907876543043,0.0,0.0
big,62,310,0.215669254495902,0.9664948879656678,0.0,0.0
big,62,320,0.3730142422352531,1.1500576785016523,0.0,0.0
big,62,330,0.5954964264110999,1.760883717504653,0.0,0.0
big,62,340,0.7233662956523335,2.0790544335566223,0.0,0.0
big,62,350,0.7959703175314391,2.022475236398732,0.0,1.0
big,62,360,0.5796011097259094,1.9271689014920543,0.0,1.0
big,62,370,0.7223890534330688,1.3786639960191664,0.0,0.0
big,62,380,0.7661359703332001,1.2793040014353332,0.0,1.0
big,62,390,0.7883553089912253,1.3789456072108317,0.0,1.0
big,62,400,0.708674734898508,1.5896517137555102,0.0,0.0
big,62,410,0.8731891344624645,1.6693251132722071,0.0,1.0
big,62,420,0.9096765186690958,1.2830640051025335,0.0,1.0
big,62,440,0.8806854863044977,1.8914245221343675,0.0,0.0
big,62,450,0.8744812733287498,1.5453774447938136,0.0,0.0
big,62,460,0.8053909537263032,0.8364189408364147,0.0,0.0
big,62,470,0.4736954838046734,0.8054672091094475,0.0,0.0
big,62,480,0.3602817218748615,0.96801417573676,0.0,0.0
big,62,490,0.3358780798843436,0.9918441757580284,0.0,0.0
big,62,500,0.2219329330945726,0.9781657920020388,0.0,0.0
big,62,510,0.2491443471463871,1.1449132092002825,0.0,0.0
big,62,520,0.6232546331942741,1.5687094979678826,0.0,0.0
big,62,530,0.8767539749585354,1.5353548976283533,0.0,0.0
big,62,540,1.0195006080695002,1.5807520750525692,0.0,0.0
big,62,550,1.1351965697860404,1.6449222386841116,0.0,1.0
big,62,560,0.9357042412198042,1.6653516019523715,0.0,1.0
big,62,570,0.8334127049687585,1.6658208560253418,0.0,1.0
big,62,580,0.608486809676738,0.743319163397866,0.0,1.0
big,62,590,0.6602044161806067,1.0263079930013324,0.0,0.0
big,62,600,0.4556868355372923,1.0143566747190758,0.0,0.0
big,62,610,0.5494520618255192,1.4632877544381189,0.0,0.0
big,62,620,0.5988040092473995,0.9974909868532548,0.0,0.0
big,62,630,0.4628359347439654,0.8740886849887057,0.0,0.0
big,62,640,0.5204488597888456,0.8368767263595326,0.0,0.0
big,62,650,0.3513099148852312,0.939385251903326,0.0,0.0
big,62,660,0.4472123756873944,1.1181188099948849,0.0,0.0
big,62,670,0.4837976374276195,1.1437158435364856,0.0,0.0
big,62,680,0.4851405914273557,0.9735220206881948,0.0,0.0
big,62,690,0.3274865234761641,1.6556965405653823,0.0,0.0
big,62,700,0.795511334066262,1.9264065767131475,0.0,0.0
big,62,710,1.1903492674965177,2.132556915370004,0.0,1.0
big,62,720,1.0253633751087703,2.0576692075253207,0.0,1.0
big,62,730,0.6639357797744924,1.9396293854360296,0.0,1.0
big,62,760,0.4949084635775791,0.7216399685637078,0.0,0.0
big,62,770,0.8947749517454728,0.9918926049366548,0.0,0.0
big,62,780,1.1001132199616257,1.2377726452232805,0.0,0.0
big,62,790,0.8659442310185512,1.3407288757129106,0.0,0.0
big,62,800,0.8323308938189196,1.2607311151466871,0.0,0.0
big,62,810,0.7414945365576946,1.296864441780953,0.0,0.0
big,64,50,0.7628352559345397,1.0048037889118482,1.0,1.0
big,64,60,0.4218296442534186,0.7176512619688904,1.0,1.0
big,64,70,0.5926046409225344,1.4842657211139716,1.0,1.0
big,64,80,0.754511082452777,1.093369143667668,1.0,1.0
big,64,90,1.1520554447998164,1.3958735777320197,1.0,1.0
big,64,100,1.108717773749336,1.3666639105154708,1.0,1.0
big,64,110,1.070882874762406,1.4377051183075984,1.0,1.0
big,64,120,0.659050940781764,1.0642826618185912,1.0,1.0
big,64,130,0.6131118275841563,0.7290410127129245,1.0,0.0
big,64,140,0.2708150416509422,1.2781942510419202,1.0,0.0
big,64,150,0.4252806099985379,1.7187538419160422,1.0,0.0
big,64,160,0.5838353447378026,1.3268601889191205,1.0,0.0
big,64,170,0.8067132465839807,1.3917650592379591,1.0,0.0
big,64,180,0.6498551587139629,1.9504281340439809,1.0,0.0
big,64,190,0.9315966419283452,1.98934727069194,1.0,1.0
big,64,200,0.861783814880191,1.9565070965608824,1.0,1.0
big,64,210,0.8079354868276034,1.6137747140154275,1.0,1.0
big,64,220,0.9607279578765756,1.018898605686403,1.0,0.0
big,64,230,0.7657589634835154,1.0414523709222656,1.0,0.0
big,64,240,0.7276328501895042,1.239076266794788,1.0,0.0
big,64,250,0.9338895326781026,1.254942624133482,1.0,0.0
big,64,260,0.9489564467017668,1.247255108749859,1.0,1.0
big,64,280,0.7927608619414175,1.9335764385267948,1.0,1.0
big,64,300,0.9656232036149516,1.0563028247912776,1.0,0.0
big,64,310,0.8689907191152868,1.1020939480061906,1.0,0.0
big,64,320,0.7503978867279202,1.2535278054744965,1.0,0.0
big,64,330,0.7875240766021294,1.650476925567279,1.0,0.0
big,64,340,0.5851861929039341,2.175906418944709,1.0,0.0
big,64,350,0.2072560962226527,1.8353246039643285,1.0,1.0
big,64,360,0.4983711544505089,2.067238923830785,1.0,1.0
big,64,370,0.3727539179952754,1.6534835736709546,1.0,0.0
big,64,380,0.2270840997154389,1.5238682288589924,1.0,1.0
big,64,390,0.4482351767620477,0.6494857185423621,1.0,1.0
big,64,400,0.5304833307159011,1.5895449064409446,1.0,0.0
big,64,410,0.7733313582847902,1.6272000821011212,1.0,1.0
big,64,420,0.6529014552720391,1.5575742306556812,1.0,1.0
big,64,470,0.2427469274208636,0.8179138869079383,1.0,0.0
big,64,480,0.4694752075606141,1.375833736505616,1.0,0.0
big,64,490,0.7479541195928238,1.4869123599761216,1.0,0.0
big,64,500,0.8736916513460704,1.7975566959369578,1.0,0.0
big,64,510,0.931094095779276,1.3989187916193684,1.0,0.0
big,64,520,0.8307464497856464,1.31056242452069,1.0,0.0
big,64,530,1.0591529973121068,1.3835432882262149,1.0,0.0
big,64,540,1.0935438295636548,1.4565812557462503,1.0,0.0
big,64,550,1.160444261207477,1.4732839584587871,1.0,1.0
big,64,560,1.2704607451680308,1.3108476713513753,1.0,1.0
big,64,570,1.062210960356796,1.3024985947510352,1.0,1.0
big,64,580,0.2963940163977421,1.153063211522611,1.0,1.0
big,64,590,0.1277986041059259,1.5236687586723832,1.0,0.0
big,64,600,0.9558169721292152,1.2068718565541694,1.0,0.0
big,64,610,1.2010307422950195,1.3752965208779169,1.0,0.0
big,64,620,1.0846444909319912,1.0741126827837946,1.0,0.0
big,64,630,0.8155881664315603,1.2315363566433368,1.0,0.0
big,64,640,0.7386774529823915,1.148227710678726,1.0,0.0
big,64,650,0.8644117394472045,1.4639592984078726,1.0,0.0
big,64,660,0.9310334560176592,1.4429418094849802,1.0,0.0
big,64,670,0.8855342973665449,1.466673064571276,1.0,0.0
big,64,680,0.7780429493902892,1.2358498889835263,1.0,0.0
big,64,690,0.9907237444344394,1.4230403712346975,1.0,0.0
big,64,700,1.0368411254503935,1.4910403533867136,1.0,0.0
big,64,710,0.9375087939060728,1.7053021393531616,1.0,1.0
big,64,720,0.6209875780040218,1.424813974075542,1.0,1.0
big,64,730,0.3939624995858843,1.2960040238246835,1.0,1.0
big,64,770,0.0870184772131443,0.7902984787741192,1.0,0.0
big,64,780,0.0870184772131443,0.7902984787741192,1.0,0.0
big,64,790,0.6931471805599452,0.7562467470739758,1.0,0.0
big,64,800,0.1631385076897367,1.853083701710733,1.0,0.0
big,64,810,0.5538110784392662,1.9921056199730305,1.0,0.0
big,65,50,0.4114219324513236,1.0976174797710416,1.0,1.0
big,65,60,0.6611560558818599,1.1724240955990823,1.0,1.0
big,65,70,0.7055201553552329,1.2058458440034678,1.0,1.0
big,65,80,0.6877622303602646,1.1228348854272472,1.0,1.0
big,65,90,0.7072533862094144,1.120618598579499,1.0,1.0
big,65,100,0.2423952340799793,1.0311059044332749,1.0,1.0
big,65,120,0.3236680076587321,0.708428963598591,1.0,1.0
big,65,130,0.3236680076587321,0.708428963598591,1.0,0.0
big,65,140,0.3236680076587321,0.708428963598591,1.0,0.0
big,65,170,0.488148411011902,0.7525051320138215,1.0,0.0
big,65,180,0.488148411011902,0.7525051320138215,1.0,0.0
big,65,190,0.5262211700099945,1.148989146548815,1.0,1.0
big,65,200,0.6903946105288242,1.2882230294326145,1.0,1.0
big,65,210,0.8420442416595337,1.232111321031116,1.0,1.0
big,65,220,0.5028919509752767,1.0881898598677728,1.0,0.0
big,65,230,0.255129856728623,1.0187323957573788,1.0,0.0
big,65,240,0.2257619578339313,1.0858427942082207,1.0,0.0
big,65,300,0.5891301522969353,1.0053287823897927,1.0,0.0
big,65,310,0.871760371248128,0.9921611656172636,1.0,0.0
big,65,320,0.8131458764761837,1.0167071461544364,1.0,0.0
big,65,330,0.6864286177936666,0.8400363012916391,1.0,0.0
big,65,340,0.0829837419035316,0.8781986732492035,1.0,0.0
big,65,350,0.2083144361644482,0.8796183948353188,1.0,1.0
big,65,360,0.4992463276602674,1.016363669354523,1.0,1.0
big,65,370,0.5703098243570931,0.9547415310406006,1.0,0.0
big,65,380,0.2418123737703991,0.8951052602856256,1.0,1.0
big,65,390,0.2247477221815078,1.0504733992970925,1.0,1.0
big,65,450,0.0638827699522817,0.9860830758426384,1.0,0.0
big,65,460,0.453445177419464,0.643752079595436,1.0,0.0
big,65,470,0.4646513680441533,0.7075120774707971,1.0,0.0
big,65,480,0.3536997202989056,0.7581387804222528,1.0,0.0
big,65,490,0.1285308602681396,0.7158263434496227,1.0,0.0
big,65,510,0.14647858931635,0.9095771248017068,1.0,0.0
big,65,520,0.4089505838734663,0.9503163553144864,1.0,0.0
big,65,530,0.5525050276421147,0.7269753892540575,1.0,0.0
big,65,540,0.5488607412081539,0.60596459898705,1.0,0.0
big,65,550,0.2902287326772764,0.530657844474719,1.0,1.0
